Table,Abbreviation,Description,Module,Activity code,Column,Normal title,Dim.,Type,Length,Menu,Link expression,Cancellation,Act
GACCENTRYA,DAA,Analytical accounting line,Financials,,ACC,General accounts,,GAC,,,[GAC]GAC0=COA;ACC,Block,
GACCENTRYA,DAA,Analytical accounting line,Financials,,ACCDAT,Accounting date,,D,,,,,
GACCENTRYA,DAA,Analytical accounting line,Financials,,ACCNUM,Unique number,,UNQ,,,,,
GACCENTRYA,DAA,Analytical accounting line,Financials,,ACCNUMDOE,Counterpart number,,UNQ,,,,,
GACCENTRYA,DAA,Analytical accounting line,Financials,,AMTCUR,Entry amount,,MD1,,,,,
GACCENTRYA,DAA,Analytical accounting line,Financials,,AMTLED,Ledger amount,,MD1,,,,,
GACCENTRYA,DAA,Analytical accounting line,Financials,,ANALIN,Order information,,C,3.0,,,,
GACCENTRYA,DAA,Analytical accounting line,Financials,,AUUID,Single identifier,,AUUID,,,,,
GACCENTRYA,DAA,Analytical accounting line,Financials,,BPR,BP,,BPR,,,[BPR]BPR0=[DAA]BPR,Block,
GACCENTRYA,DAA,Analytical accounting line,Financials,,CCE,Analytical dimension,9.0,CCE,,,[CCE]CCE0=DIE(indice);CCE(indice),Block,
GACCENTRYA,DAA,Analytical accounting line,Financials,,COA,Chart code,,COA,,,[COA]COA0=[DAA]COA,Delete,
GACCENTRYA,DAA,Analytical accounting line,Financials,,CPY,Company,,CPY,,,[CPY]CPY0=[DAA]CPY,Block,
GACCENTRYA,DAA,Analytical accounting line,Financials,,CREDATTIM,Date time,,ADATIM,,,,,
GACCENTRYA,DAA,Analytical accounting line,Financials,,CREUSR,User,,AUS,,,[AUS]CODUSR=[DAA]CREUSR,Other,
GACCENTRYA,DAA,Analytical accounting line,Financials,,CUR,Entry currency,,CUR,,,[TCU]TCU0=[DAA]CUR,Block,
GACCENTRYA,DAA,Analytical accounting line,Financials,,CURLED,Ledger currency,,CUR,,,[TCU]TCU0=[DAA]CURLED,Block,
GACCENTRYA,DAA,Analytical accounting line,Financials,,DIE,Dimension type code,9.0,DIE,,,[DIE]DIE0=[DAA]DIE,Block,
GACCENTRYA,DAA,Analytical accounting line,Financials,,FCYLIN,Site,,FCY,,,[FCY]FCY0=[DAA]FCYLIN,Block,
GACCENTRYA,DAA,Analytical accounting line,Financials,,IDTLIN,Identifier,,A,5.0,,,,
GACCENTRYA,DAA,Analytical accounting line,Financials,,LED,Ledger,,LED,,,[LED]LED0=[DAA]LED,Delete,
GACCENTRYA,DAA,Analytical accounting line,Financials,,LEDTYP,Ledger type,,M,,2644.0,,,
GACCENTRYA,DAA,Analytical accounting line,Financials,,LIN,Line number,,C,3.0,,,,
GACCENTRYA,DAA,Analytical accounting line,Financials,,NUM,Document no.,,VCR,,,,,
GACCENTRYA,DAA,Analytical accounting line,Financials,,QTY,Quantity,,QTY,,,,,
GACCENTRYA,DAA,Analytical accounting line,Financials,,SNS,Sign,,C,2.0,,,,
GACCENTRYA,DAA,Analytical accounting line,Financials,,TYP,Entry type,,GTE,,,[GTE]GTE0=TYP;[V]GSUPCLE,Block,
GACCENTRYA,DAA,Analytical accounting line,Financials,,UOM,Nonfinancial unit,,UOM,,,[TUN]TUN0=[DAA]UOM,Block,
GACCENTRYA,DAA,Analytical accounting line,Financials,,UPDDATTIM,Date time,,ADATIM,,,,,
